,Restaurant_id,Name,Locality,Address,City,Latitude,Longitude,Zip Code,Price Range,Average Cost for two,User Rating,Rating Text,Votes,all_reviews_count,Cuisines,0,1,2,3,4,5,6,7
117,16582069,Jinda Thai Restaurant,Abbotsford,"7 Ferguson Street, Abbotsford, Melbourne",Melbourne,-37.8093087478,144.99236851930002,3067.0,3,80,4.7,Excellent,3231,1031,Thai,Thai,,,,,,,
118,16585400,Hakata Gensuke Ramen Professionals,CBD,"168 Russell Street, CBD, Melbourne",Melbourne,-37.8123360761,144.96804222469999,3000.0,3,50,4.7,Excellent,2334,842,"Ramen, Japanese",Ramen,Japanese,,,,,,
119,16571189,Cumulus Inc.,CBD,"Ground Level, 45 Flinders Lane, CBD, Melbourne",Melbourne,-37.814794348,144.9731357396,3000.0,4,150,4.7,Excellent,4951,1125,"Modern European, Contemporary",Modern European,Contemporary,,,,,,
120,16582573,Mr. Miyagi,Windsor,"99 Chapel Street, Windsor, Melbourne, VIC",Melbourne,-37.8542571942,144.99287344520002,3181.0,3,80,4.7,Excellent,2022,905,"Asian, Japanese",Asian,Japanese,,,,,,
121,16583132,Wagyu Ya,South Yarra,"156 Toorak Road, South Yarra, Melbourne",Melbourne,-37.839048740100004,144.9913958833,3141.0,4,150,4.7,Excellent,1116,384,"Japanese, Steak, Japanese BBQ",Japanese,Steak,Japanese BBQ,,,,,
122,16577621,Komeyui,South Melbourne,"181 Ferrars Street, South Melbourne, Melbourne",Melbourne,-37.830288,144.953843,3207.0,4,150,4.7,Excellent,769,244,"Japanese, Japanese BBQ",Japanese,Japanese BBQ,,,,,,
123,16571938,MoVida Bar De Tapas,CBD,"1 Hosier Lane, CBD, Melbourne",Melbourne,-37.8167026904,144.9691895396,3000.0,4,120,4.7,Excellent,4323,898,"Spanish, Tapas",Spanish,Tapas,,,,,,
124,16573067,Cutler & Co,Fitzroy,"55-57 Gertrude Street, Fitzroy, Melbourne",Melbourne,-37.8055705717,144.9759430066,3065.0,4,200,4.7,Excellent,2075,569,Modern Australian,Modern Australian,,,,,,,
125,16572325,Shoya Nouvelle Wafu Cuisine,CBD,"25 Market Lane, CBD, Melbourne",Melbourne,-37.8117808942,144.96922876690002,3000.0,4,140,4.7,Excellent,1511,386,"Japanese, Sushi, Japanese BBQ",Japanese,Sushi,Japanese BBQ,,,,,
126,16578925,Hell of the North,Fitzroy,"135 Greeves Street, Fitzroy, Melbourne",Melbourne,-37.8003351649,144.9835487455,3065.0,4,135,4.7,Excellent,1335,418,"French, European",French,European,,,,,,
127,16571812,Maha Restaurant,CBD,"21 Bond Street, CBD, Melbourne",Melbourne,-37.818166823,144.9626845121,3000.0,4,300,4.7,Excellent,2638,929,Middle Eastern,Middle Eastern,,,,,,,
128,16582991,Sezar,CBD,"6 Melbourne Place, CBD, Melbourne",Melbourne,-37.813434773000004,144.968899861,3000.0,4,120,4.7,Excellent,944,410,Middle Eastern,Middle Eastern,,,,,,,
129,16571710,Laksa King,Flemington,"6-12 Pin Oak Crescent, Flemington, Melbourne",Melbourne,-37.7877957536,144.9294968694,3031.0,3,70,4.7,Excellent,4967,1302,"Malaysian, Chinese",Malaysian,Chinese,,,,,,
130,16572254,Rumi Brunswick,Brunswick,"116 Lygon Street, East Brunswick, Melbourne",Melbourne,-37.7748421244,144.9712652341,3057.0,4,100,4.7,Excellent,1792,470,Middle Eastern,Middle Eastern,,,,,,,
131,16571144,Claypots Seafood Bar,St Kilda,"213 Barkly Street, St Kilda, Melbourne, VIC",Melbourne,-37.8699640609,144.9806107208,3182.0,3,90,4.7,Excellent,1336,356,Seafood,Seafood,,,,,,,
132,16571694,La Luna Bistro,Carlton North,"320 Rathdowne Street, Carlton North, Melbourne",Melbourne,-37.7911334282,144.9718352035,3054.0,4,160,4.7,Excellent,1450,415,"Modern Australian, Steak, Mediterranean",Modern Australian,Steak,Mediterranean,,,,,
133,16580906,Milk the Cow,St Kilda,"157 Fitzroy Street, St Kilda, Melbourne, VIC",Melbourne,-37.8588823312,144.9794898927,3182.0,3,80,4.7,Excellent,631,256,Bar Food,Bar Food,,,,,,,
134,16570870,Bistro Thierry,Toorak,"511 Malvern Road, Toorak, Melbourne, VIC",Melbourne,-37.848244240999996,145.0038185343,3141.0,4,200,4.7,Excellent,799,242,French,French,,,,,,,
135,16571855,Matteo's Restaurant,Fitzroy North,"533, Brunswick Street, Fitzroy North, Melbourne",Melbourne,-37.7911649575,144.9795908108,3068.0,4,280,4.7,Excellent,755,262,"Asian, Fusion",Asian,Fusion,,,,,,
136,16571541,Il Bacaro Cucina e Bar,CBD,"168-170 Little Collins Street, CBD, Melbourne",Melbourne,-37.813918957199995,144.9680127204,3000.0,4,200,4.7,Excellent,682,219,Italian,Italian,,,,,,,
137,16572845,Pho Hung Vuong Saigon,Footscray,"128 Hopkins Street, Footscray, Melbourne",Melbourne,-37.799815922,144.900650382,3011.0,2,40,4.7,Excellent,1102,362,"Vietnamese, Pho",Vietnamese,Pho,,,,,,
138,16573923,Aoba,Malvern,"279 Glenferrie Road, Malvern, Melbourne",Melbourne,-37.856986727199995,145.02913858739998,3144.0,3,50,4.7,Excellent,637,194,Japanese,Japanese,,,,,,,
139,16577899,Myong Tofu,Flemington,"314 Racecourse Road, Flemington, Melbourne",Melbourne,-37.7881076154,144.9302398413,,3,70,4.7,Excellent,694,312,"Malaysian, Chinese",Malaysian,Chinese,,,,,,
140,16570683,A1 Bakery,Brunswick,"643-645 Sydney Road, Brunswick, Melbourne",Melbourne,-37.762039427800005,144.9628776312,3056.0,2,30,4.7,Excellent,916,248,"Bakery, Middle Eastern",Bakery,Middle Eastern,,,,,,
141,16570691,The Abyssinian,Flemington,"277 Racecourse Road, Flemington, Melbourne",Melbourne,-37.7885320846,144.93183877319998,3031.0,3,60,4.7,Excellent,632,201,"African, Ethiopian",African,Ethiopian,,,,,,
142,16574463,Katik Take Away Food,Campbellfield,"349 Barry Road, Campbellfield, Melbourne, VIC",Melbourne,-37.6668740186,144.9482334405,3061.0,2,40,4.7,Excellent,284,109,"Middle Eastern, Turkish",Middle Eastern,Turkish,,,,,,
143,16573158,Fresh Chilli Thai Restaurant,Laverton,"Shop 11, 5 Aviation Road, Laverton, Melbourne",Melbourne,-37.8674385462,144.761923179,0.0,3,60,4.7,Excellent,464,193,"Asian, Thai",Asian,Thai,,,,,,
144,16577492,Chin Chin,CBD,"125 Flinders Lane, CBD, Melbourne",Melbourne,-37.8155645773,144.9703757465,3000.0,4,135,4.6,Excellent,10756,3205,"Thai, Asian Fusion",Thai,Asian Fusion,,,,,,
145,16578345,San Telmo,CBD,"14 Meyers Place, CBD, Melbourne",Melbourne,-37.8122960798,144.9723887444,3000.0,4,120,4.6,Excellent,2377,769,Steak,Steak,,,,,,,
146,18584637,Dodee Paidang,CBD,"Basement, 353 Equitable Place, CBD, Melbourne",Melbourne,-37.8157595172,144.9631257355,3000.0,3,75,4.6,Excellent,1285,467,Thai,Thai,,,,,,,
147,16572269,Sakura Kaiten Sushi,CBD,"61 Little Collins Street, CBD, Melbourne",Melbourne,-37.812892843,144.9717513844,0.0,3,60,4.6,Excellent,1853,434,"Sushi, Japanese",Sushi,Japanese,,,,,,
148,16573473,Peko Peko,South Melbourne,"190 Wells Street, South Melbourne, Melbourne",Melbourne,-37.8318858285,144.9697920308,3205.0,3,50,4.6,Excellent,1987,513,"Taiwanese, Japanese, Asian",Taiwanese,Japanese,Asian,,,,,
149,16572962,+39 Pizzeria,CBD,"362 Little Bourke Street, CBD, Melbourne",Melbourne,-37.8134906609,144.9618449807,3000.0,4,100,4.6,Excellent,2702,807,"Pizza, Italian",Pizza,Italian,,,,,,
150,16571628,Kenzan Japanese,Collins Place,"Collins Place, Lower Ground Level, 45 Collins Street, CBD, Melbourne",Melbourne,-37.814630395100004,144.9727967754,3000.0,4,160,4.6,Excellent,964,262,"Japanese, Sushi",Japanese,Sushi,,,,,,
151,16571240,DOC Pizza & Mozzarella Bar - Carlton,Carlton,"295 Drummond Street, Carlton, Melbourne",Melbourne,-37.7989620774,144.9685729668,3053.0,3,70,4.6,Excellent,3658,921,"Italian, Pizza",Italian,Pizza,,,,,,
152,16573419,Coda,CBD,"Entrance at Oliver Lane, Basement, 141 Flinders Lane, CBD, Melbourne",Melbourne,-37.8158217601,144.9699640274,3000.0,4,145,4.6,Excellent,1987,562,"Asian, Fusion",Asian,Fusion,,,,,,
153,16576154,Naked For Satan,Fitzroy,"285 Brunswick Street, Fitzroy, Melbourne",Melbourne,-37.7987986192,144.9783268198,3065.0,3,80,4.6,Excellent,4561,875,Bar Food,Bar Food,,,,,,,
154,16579873,Shimbashi Soba & Sake Bar,CBD,"17 Liverpool Street, CBD, Melbourne",Melbourne,-37.8113361629,144.9714006856,3000.0,3,55,4.6,Excellent,1084,365,"Japanese, Tapas",Japanese,Tapas,,,,,,
155,16576477,Purple Peanuts Japanese Cafe,CBD,"620 Collins Street, CBD, Melbourne",Melbourne,-37.8188464377,144.9545490369,3000.0,2,40,4.6,Excellent,2146,491,"Japanese, Sushi",Japanese,Sushi,,,,,,
156,16574121,Don Don,CBD,"198 Little Lonsdale Street, CBD, Melbourne",Melbourne,-37.8107603127,144.9635954574,3000.0,2,30,4.6,Excellent,3167,693,"Japanese, Asian",Japanese,Asian,,,,,,
157,16575158,Yong Green Food,Fitzroy,"421 Brunswick Street, Fitzroy, Melbourne",Melbourne,-37.7943851114,144.9790513516,3065.0,3,90,4.6,Excellent,1798,444,"Asian, Vegan, Vegetarian",Asian,Vegan,Vegetarian,,,,,
158,16582542,Ichi Ichi Ku,South Yarra,"119 Park Street, South Yarra, Melbourne",Melbourne,-37.834446455300004,144.98219925909999,3141.0,3,80,4.6,Excellent,772,287,"Japanese, Sushi",Japanese,Sushi,,,,,,
159,16581307,Tonka,CBD,"20 Duckboard, CBD, Melbourne",Melbourne,-37.8157052201,144.9714006856,3000.0,4,145,4.6,Excellent,1170,444,"Indian, Contemporary",Indian,Contemporary,,,,,,
160,16585319,Pastuso,CBD,"19 ACDC Lane, CBD, Melbourne",Melbourne,-37.8158421546,144.97104328129998,3000.0,4,125,4.6,Excellent,997,441,"Latin American, Peruvian",Latin American,Peruvian,,,,,,
161,16571931,Moroccan Soup Bar,Fitzroy North,"183 St Georges Road, Fitzroy North, Melbourne",Melbourne,-37.7848848031,144.98235382139998,3068.0,2,40,4.6,Excellent,2253,457,"Middle Eastern, Moroccan, Vegetarian, Vegan",Middle Eastern,Moroccan,Vegetarian,Vegan,,,,
162,18235287,Amaru,Armadale,"Shop 5, 1121 High Street, Armadale, Melbourne",Melbourne,-37.855971535900004,145.02494327719998,,4,450,4.6,Excellent,331,126,Contemporary,Contemporary,,,,,,,
163,16574218,BrimCC,CBD,"Shop 2, 601 Little Collins Street, CBD, Melbourne",Melbourne,-37.8178720389,144.9548001587,3000.0,2,40,4.6,Excellent,791,208,Japanese,Japanese,,,,,,,
164,16573049,Oasis,Hughesdale & Murrumbeena,"Shop 9, 993 North Road, Hughesdale & Murrumbeena, Melbourne",Melbourne,-37.907391712199995,145.0701498985,3163.0,3,55,4.6,Excellent,1260,458,"Bakery, Middle Eastern, Cafe Food, Coffee and Tea",Bakery,Middle Eastern,Cafe Food,Coffee and Tea,,,,
165,16570741,Añada,Fitzroy,"197 Gertrude Street, Fitzroy, Melbourne",Melbourne,-37.8060918933,144.9811686203,3065.0,4,110,4.6,Excellent,1232,374,"Spanish, Tapas",Spanish,Tapas,,,,,,
166,16571353,Flower Drum,CBD,"17 Market Lane, CBD, Melbourne",Melbourne,-37.8119273715,144.9692998454,3000.0,4,200,4.6,Excellent,1190,391,Chinese,Chinese,,,,,,,
167,16570811,Bar Lourinhã,CBD,"37 Little Collins Street, CBD, Melbourne",Melbourne,-37.8127039877,144.97247390450002,3000.0,4,120,4.6,Excellent,1483,274,"Spanish, Tapas",Spanish,Tapas,,,,,,
168,16576185,Steer Dining Room,South Yarra,"15 Claremont Street, South Yarra, Melbourne",Melbourne,-37.8377081467,144.9936693907,3141.0,4,220,4.6,Excellent,1057,395,"Modern Australian, Steak",Modern Australian,Steak,,,,,,
169,16571552,Il Solito Posto,CBD,"Basement, 113 Collins Street, CBD, Melbourne",Melbourne,-37.8149206895,144.9702775106,3000.0,4,110,4.6,Excellent,1171,287,Italian,Italian,,,,,,,
170,16570927,Breizoz French Creperie,Fitzroy,"Corner Gertrude & Brunswick Streets, Fitzroy, Melbourne",Melbourne,-37.8057816968,144.9767872319,3065.0,3,50,4.6,Excellent,813,227,"Crepes, Desserts, Cafe Food",Crepes,Desserts,Cafe Food,,,,,
171,16571254,Donovans,St Kilda,"40 Jacka Boulevard, St Kilda, Melbourne, VIC",Melbourne,-37.8685443628,144.97520472850002,3182.0,4,190,4.6,Excellent,1181,316,Modern Australian,Modern Australian,,,,,,,
172,16574137,Tsukiji,Prahran,"237 High Street, Prahran, Melbourne, VIC",Melbourne,-37.852136713200004,144.9958755076,3181.0,3,60,4.6,Excellent,503,177,"Japanese, Sushi",Japanese,Sushi,,,,,,
173,16571718,Lau's Family Kitchen,St Kilda,"4 Acland Street, St Kilda, Melbourne, VIC",Melbourne,-37.8626445412,144.9744815379,3182.0,4,170,4.6,Excellent,905,250,"Asian, Chinese",Asian,Chinese,,,,,,
174,16582125,Tuck Shop Take Away,Caulfield,"273 Hawthorn Road, Caulfield North, Melbourne",Melbourne,-37.879972897399995,145.0234006718,3161.0,2,40,4.6,Excellent,987,378,Burger,Burger,,,,,,,
175,16578365,Ziggy's Eatery,Balaclava,"195 Carlisle Street, Balaclava, Melbourne, VIC",Melbourne,-37.8690022475,144.99348968270002,3183.0,3,50,4.6,Excellent,768,346,"American, Burger",American,Burger,,,,,,
176,16572727,MoVida Next Door,CBD,"164 Flinders Street, CBD, Melbourne",Melbourne,-37.8168001589,144.9692291021,3000.0,3,90,4.6,Excellent,1181,276,"Spanish, Tapas",Spanish,Tapas,,,,,,
177,16571873,The Melbourne Supper Club,CBD,"Level 1, 161 Spring Street, CBD, Melbourne",Melbourne,-37.810870503400004,144.9726562947,3000.0,3,90,4.6,Excellent,960,187,Modern European,Modern European,,,,,,,
178,16571591,Teppanyaki Inn,CBD,"182 Collins Street, CBD, Melbourne",Melbourne,-37.8148928785,144.9675885961,0.0,4,160,4.6,Excellent,460,124,"Japanese, Teppanyaki",Japanese,Teppanyaki,,,,,,
179,16576637,Byblos,"World Trade Centre, Docklands","World Trade Centre, 18-38 Siddeley Street, Docklands, Melbourne",Melbourne,-37.823292382800005,144.9535807595,3000.0,4,120,4.6,Excellent,653,271,"Mediterranean, Middle Eastern, Lebanese",Mediterranean,Middle Eastern,Lebanese,,,,,
180,16580785,Blu by Australian Seafood Fish & Chippery,Coburg,"146 Gaffney Street, Coburg, Melbourne",Melbourne,-37.7328337482,144.954095073,3058.0,2,40,4.6,Excellent,599,280,"Fish and Chips, Seafood",Fish and Chips,Seafood,,,,,,
181,16573379,Dandenong Pavilion,Dandenong,"55-61A Princes Highway, Dandenong, Melbourne",Melbourne,-37.9820749677,145.2107063681,3175.0,4,100,4.6,Excellent,1174,502,"Modern Australian, Burger",Modern Australian,Burger,,,,,,
182,16580700,Spring Street Grocer,CBD,"157 Spring Street, CBD, Melbourne",Melbourne,-37.811047973499996,144.9726968631,3000.0,1,25,4.6,Excellent,590,181,"Ice Cream, Cafe Food",Ice Cream,Cafe Food,,,,,,
183,16571132,Cicciolina,St Kilda,"130 Acland Street, St Kilda, Melbourne, VIC",Melbourne,-37.868702902399995,144.9799532443,3182.0,4,120,4.6,Excellent,1361,315,"Italian, Modern Australian",Italian,Modern Australian,,,,,,
184,16571105,Chez Olivier - Le Bistro,South Yarra,"268 Toorak Road, South Yarra, Melbourne ",Melbourne,-37.839672823899996,144.9962878972,3141.0,4,150,4.6,Excellent,748,284,French,French,,,,,,,
185,16575612,Umberto Espresso Bar,Thornbury,"822 High Street, Thornbury, Melbourne",Melbourne,-37.7533782094,145.0017311052,3071.0,3,90,4.6,Excellent,694,239,"Italian, Cafe Food",Italian,Cafe Food,,,,,,
186,16571439,The Grand Richmond,Richmond,"333 Burnley Street, Richmond, Melbourne, VIC",Melbourne,-37.8247253994,145.00751797110001,3121.0,4,150,4.6,Excellent,695,310,"Italian, Pub Food",Italian,Pub Food,,,,,,
187,16571958,Napier Hotel,Fitzroy,"210 Napier Street, Fitzroy, Melbourne",Melbourne,-37.8017882308,144.98029053209999,3065.0,3,80,4.6,Excellent,1007,252,"Pub Food, Modern Australian",Pub Food,Modern Australian,,,,,,
188,16576707,Sumalee,Bentleigh,"260 Centre Road, Bentleigh, Melbourne",Melbourne,-37.917646734899996,145.03096316010001,3204.0,3,60,4.6,Excellent,508,190,Thai,Thai,,,,,,,
189,16581751,O.MY,Beaconsfield,"19 Woods Street, Beaconsfield, Melbourne",Melbourne,-38.046233871999995,145.36747477950001,3807.0,4,300,4.6,Excellent,346,177,Australian,Australian,,,,,,,
190,16571138,City Wine Shop,CBD,"159 Spring Street, CBD, Melbourne",Melbourne,-37.8109287772,144.97271966190002,3000.0,3,80,4.6,Excellent,556,155,European,European,,,,,,,
191,16573491,Demitri's Feast,Richmond,"141 Swan Street, Richmond, Melbourne, VIC",Melbourne,-37.825398862600004,144.99595128,3121.0,3,55,4.6,Excellent,650,185,"Greek, Grill",Greek,Grill,,,,,,
192,16580639,Yokoso Izakaya,Moonee Ponds,"702 Mount Alexander Road, Moonee Ponds, Melbourne, VIC",Melbourne,-37.7685367301,144.92546617989998,3039.0,3,80,4.6,Excellent,511,169,"Japanese, Sushi",Japanese,Sushi,,,,,,
193,16578238,The Moor's Head,Thornbury,"Rear 774 High Street, Thornbury, Melbourne",Melbourne,-37.7548170889,145.0017884374,3071.0,3,90,4.6,Excellent,607,176,"Middle Eastern, Pizza",Middle Eastern,Pizza,,,,,,
194,16572722,Sette Bello,Glen Waverley,"540 Springvale Road, Glen Waverley, Melbourne",Melbourne,-37.9020405141,145.16232300549999,3150.0,4,150,4.6,Excellent,621,249,Italian,Italian,,,,,,,
195,16575224,Khao San Road,Moonee Ponds,"696 Mount Alexander Road, Moonee Ponds, Melbourne, VIC",Melbourne,-37.7686936294,144.9255268648,3039.0,3,90,4.6,Excellent,586,216,Thai,Thai,,,,,,,
196,16571200,Da Noi,South Yarra,"95 Toorak Road, South Yarra, Melbourne",Melbourne,-37.8386687798,144.98964473610002,3141.0,4,120,4.6,Excellent,500,165,"Italian, Mediterranean",Italian,Mediterranean,,,,,,
197,19245843,Lanzhou Beef Noodle Bar,"Chadstone Shopping Centre, Chadstone","Chadstone Shopping Centre, Ground Level, Shop F021, 1341 Dandenong Road, Chadstone, Melbourne",Melbourne,-37.8873994489,145.0839448348,,2,40,4.6,Excellent,1108,934,"Chinese, Fast Food",Chinese,Fast Food,,,,,,
198,18756821,Lanzhou Beef Noodle Bar,"The Glen, Glen Waverley","The Glen, Ground Floor, G050, 235 Springvale Rd, Glen Waverley",Melbourne,-37.8746339972,145.1660425589,3150.0,2,40,4.6,Excellent,1461,1053,"Chinese, Fast Food",Chinese,Fast Food,,,,,,
199,16582254,Afghan Rahimi Restaurant,Dandenong,"23-29 Walker Street,   Dandenong, Dandenong, Melbourne",Melbourne,-37.9882064699,145.2118171379,3175.0,3,80,4.6,Excellent,450,293,"Middle Eastern, Afghan",Middle Eastern,Afghan,,,,,,
200,16593535,Rogue Bistro,Newstead,"14 Austin Street, Newstead, Brisbane",Brisbane,-27.4458944148,153.0443733931,4006.0,4,140,4.9,Excellent,491,205,Modern Australian,Modern Australian,,,,,,,
201,16595540,Julius Pizzeria,South Brisbane,"77 Grey Street, South Brisbane, Brisbane",Brisbane,-27.473622216,153.01796201620002,4101.0,3,80,4.9,Excellent,492,180,"Pizza, Italian",Pizza,Italian,,,,,,
202,16590678,Oishii Sushi Bar,Sunnybank Hills,"Shop 2, 70 Pinelands Road, Sunnybank Hills, Brisbane",Brisbane,-27.591067612800003,153.0605843291,4109.0,2,40,4.8,Excellent,720,192,"Japanese, Sushi",Japanese,Sushi,,,,,,
203,16590663,Grill'd - Rosalie,Rosalie Village,"Rosalie Village, Shop 19, 21 Nash Street, Paddington, Brisbane",Brisbane,-27.4654874434,152.9970585555,4064.0,2,40,4.8,Excellent,263,55,Burger,Burger,,,,,,,
204,16594075,Bird's Nest Yakitori,South Brisbane,"Shop 5, 220 Melbourne Street, South Brisbane, Brisbane",Brisbane,-27.4769737009,153.0130639672,4101.0,3,80,4.7,Excellent,490,188,"Asian, Japanese, Tapas",Asian,Japanese,Tapas,,,,,
205,16591194,Hosokawa Japanese Restaurant,Hamilton,"Shop 3, 53 Racecourse Road, Hamilton, Brisbane",Brisbane,-27.437400521999997,153.06509345770002,4007.0,3,60,4.7,Excellent,600,189,"Japanese, Sushi",Japanese,Sushi,,,,,,
206,16592896,Gerard's Bistro,Fortitude Valley,"Shop 14, 15 James Street, Fortitude Valley, Brisbane",Brisbane,-27.4565996683,153.0390626192,4006.0,4,200,4.7,Excellent,637,276,Middle Eastern,Middle Eastern,,,,,,,
207,16589882,85 Miskin St,Toowong,"85 Miskin Street, Toowong, Brisbane",Brisbane,-27.4855121347,152.9835925251,4066.0,4,200,4.7,Excellent,308,138,"French, Modern Australian",French,Modern Australian,,,,,,
208,16592889,Nonbei Sake Bar & BBQ,Fortitude Valley,"624 Ann Street, Fortitude Valley, Brisbane",Brisbane,-27.4594387767,153.0340284482,4006.0,3,80,4.7,Excellent,217,72,"Japanese, BBQ",Japanese,BBQ,,,,,,
209,16590137,Zum Kaiser,Woolloongabba,"416 Vulture Street, Woolloongabba, Brisbane",Brisbane,-27.484476766700002,153.03686253729998,4169.0,3,60,4.7,Excellent,296,83,German,German,,,,,,,
210,16590773,Just Poppy's,Riverhills Plaza,"Riverhills Plaza, Shop 4, 20 Bogong Street, Riverhills, Brisbane",Brisbane,-27.5591731477,152.9115537554,4074.0,2,40,4.7,Excellent,368,137,Burger,Burger,,,,,,,
211,16592335,The Scratch,Milton,"Shop 8, 1 Park Road, Milton, Brisbane",Brisbane,-27.4702608125,153.0044567585,4064.0,3,60,4.7,Excellent,174,42,Bar Food,Bar Food,,,,,,,
212,16590399,Sono Japanese Restaurant,Portside Wharf,"39 Hercules Street, Hamilton, Brisbane",Brisbane,-27.4413863,153.0699512735,4007.0,4,150,4.6,Excellent,1083,312,"Japanese, Sushi",Japanese,Sushi,,,,,,
213,16591972,Malt Dining,Brisbane CBD,"28 Market Street, Brisbane CBD, Brisbane",Brisbane,-27.4695775129,153.029649742,4000.0,4,140,4.6,Excellent,785,270,Modern Australian,Modern Australian,,,,,,,
214,16594733,Naïm,Paddington,"14 Collingwood Street, Paddington, Brisbane",Brisbane,-27.458371925500003,152.9945708066,4064.0,3,60,4.6,Excellent,729,258,"Middle Eastern, Cafe Food, Salad",Middle Eastern,Cafe Food,Salad,,,,,
215,16590549,Sushi Kotobuki,East Brisbane,"53 Lytton Road, East Brisbane, Brisbane",Brisbane,-27.4796290564,153.0441866443,4169.0,2,40,4.6,Excellent,732,214,"Asian, Japanese, Sushi",Asian,Japanese,Sushi,,,,,
216,16589840,Beccofino,Teneriffe,"10 Vernon Terrace, Teneriffe, Brisbane",Brisbane,-27.4559799517,153.0497834086,4006.0,3,90,4.6,Excellent,788,239,"Italian, Pizza",Italian,Pizza,,,,,,
217,16590241,Montrachet,Bowen Hills,"Shop 1, 30 King Street, Bowen Hills, Brisbane",Brisbane,-27.4525400595,153.0336703733,,4,200,4.6,Excellent,618,187,French,French,,,,,,,
218,16592501,Public,400 George,"400 George, Level 1, 400 George Street, Brisbane CBD, Brisbane",Brisbane,-27.468992079099998,153.0211672559,4000.0,4,155,4.6,Excellent,498,183,"Tapas, Contemporary",Tapas,Contemporary,,,,,,
219,16591503,Ristorante Tartufo,Emporium - Fortitude Valley,"Emporium, 1000 Ann Street, Fortitude Valley, Brisbane",Brisbane,-27.4527141096,153.0394512042,4006.0,4,170,4.6,Excellent,472,205,"Italian, Pizza",Italian,Pizza,,,,,,
220,16591304,Hakataya Ramen,Sunnybank Plaza,"Sunnybank Plaza, Shop 27B, 358 Mains Road, Sunnybank, Brisbane",Brisbane,-27.571057683499998,153.06287091229999,4109.0,2,40,4.6,Excellent,431,133,"Japanese, Ramen",Japanese,Ramen,,,,,,
221,16590071,Grappino Trattoria Italian Restaurant,Paddington,"226 Given Terrace, Paddington, Brisbane",Brisbane,-27.4620588552,153.00555512309998,4064.0,4,100,4.6,Excellent,270,98,Italian,Italian,,,,,,,
222,16589963,Continental Cafe,New Farm,"21 Barker Street, New Farm, Brisbane",Brisbane,-27.465236364299997,153.0430386588,4005.0,4,125,4.6,Excellent,261,76,European,European,,,,,,,
223,16593582,Rice Paper Vietnamese Cuisine,Warrigal Square Shopping Centre,"Warrigal Square Shopping Centre, 261 Warrigal Road, Eight Mile Plains, Brisbane",Brisbane,-27.5898644575,153.0870761722,4113.0,2,40,4.6,Excellent,174,76,"Vietnamese, Salad",Vietnamese,Salad,,,,,,
224,16589959,Cinco Bistro,Camp Hill,"589 Old Cleveland Road, Camp Hill, Brisbane",Brisbane,-27.493241246900002,153.0767312273,4152.0,4,100,4.6,Excellent,222,89,"Italian, Pizza, Modern Australian",Italian,Pizza,Modern Australian,,,,,
225,16593627,Mamak Tandoori House,Camp Hill Marketplace,"Camp Hill Marketplace, Shop 6, 25 Samuel Street, Camp Hill, Brisbane",Brisbane,-27.500617407600004,153.0766705424,4152.0,2,43,4.6,Excellent,145,75,"Indian, Malaysian",Indian,Malaysian,,,,,,
226,16592529,De Pascale,Chermside,"Corner Kittyhawk Drive & Way Street, Chermside, Brisbane",Brisbane,-27.3851311173,153.0347134173,,2,40,4.6,Excellent,142,66,"Pizza, Italian",Pizza,Italian,,,,,,
227,16591325,Sushi Train,Indooroopilly Junction,"Indooroopilly Junction, Shop 2, 100 Coonan Street, Indooroopilly, Brisbane",Brisbane,-27.5011473587,152.97597438100001,4068.0,2,40,4.6,Excellent,198,53,"Sushi, Japanese",Sushi,Japanese,,,,,,
228,16589792,Amphora,St Lucia,"36 Hawken Drive, St Lucia, Brisbane",Brisbane,-27.5018182695,152.9966890812,4067.0,3,80,4.6,Excellent,92,36,Mediterranean,Mediterranean,,,,,,,
229,16591388,Lady Marmalade Cafe,Greenslopes,"Shop A, 269 Logan Road, Stones Corner, Brisbane",Brisbane,-27.498883599299997,153.04342020299998,4120.0,2,50,4.5,Excellent,621,242,"Cafe Food, Coffee and Tea",Cafe Food,Coffee and Tea,,,,,,
230,16590496,The Verve Italian Steakhouse,Brisbane CBD,"Level 1, Hotel Orient, 560 Queens St Brisbane, Brisbane CBD, Brisbane",Brisbane,-27.462654,153.031031,4001.0,3,90,4.5,Excellent,997,256,"Italian, Pizza",Italian,Pizza,,,,,,
231,16591979,Wagaya,Chinatown Mall,"Chinatown Mall, Level 1, 315 Brunswick Street, Fortitude Valley, Brisbane",Brisbane,-27.4587411298,153.0343409255,4006.0,4,100,4.5,Excellent,1459,404,"Japanese, Sushi",Japanese,Sushi,,,,,,
232,16589856,Bishamon Japanese,Spring Hill,"500 Boundary Street, Spring Hill, Brisbane",Brisbane,-27.4611232263,153.0226696283,4000.0,3,60,4.5,Excellent,460,118,"Asian, Japanese, Sushi",Asian,Japanese,Sushi,,,,,
233,16590589,Siam Samrarn,South Brisbane,"The Markets, Shop 1, 69-79 Boundary Street, South Brisbane, Brisbane",Brisbane,-27.4765477434,153.0123149604,4101.0,3,60,4.5,Excellent,451,145,Thai,Thai,,,,,,,
